Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-12-18,Monster,2023,https://boxd.it/5lkJwl,4.5,,"The development of each point-of-view character creates a damning image of the monsters that haunt them. When the perspective shifts, we gain a different understanding of the events that have unfolded. In this way, there are no monsters in the literal sense of the word, but rather a monstrous system that prevents us from being truly authentic with one another. This is definitely a film that will benefit from multiple rewatches; the overlap in perspectives lend itself to foreshadowing the future or calling back to the past.",,2023-12-17
2023-12-20,Concrete Utopia,2023,https://boxd.it/5mjf5r,4.5,,"Concrete Utopia is a fascinating study of the responsibility we owe to our fellow man, especially in a crisis. The beginning of the film postures itself as a typical disaster scenario, but it’s when the dust settles that true chaos begins to unfold. The hysteria of the masses are quickly radicalized into an authoritarian nightmare.

Lee Byung-hun has remained a favorite of mine since I first saw him in Joint Security Area. His performance as Yeong-tak is one of the most dynamic I’ve seen from him; his friendly demeanor is able to be quickly transformed into a frightening aura. In relation to Yeong-tak, I want to point out two shots that stood out to me. The first being a hilarious visual gag regarding cannibalistic raiders, and the second being a haunting zoom-out of shadows dancing amongst the spoils of war.

The recurring motif of cockroaches is tremendously poignant. We first see literal cockroaches swarm out when prodded. However, shortly after the outsiders are ostracized as cockroaches, as well as anyone that harbors them. Ironically, the apartment dwellers are not exempt from that same label, as they scavenge for food and crawl through rubble. 

On a final note, I appreciated the twisting of a bleak film into a ray of hope. By highlighting the futility of violence, the survivors prove that even at the ends of the earth can we still find humanity.",,2023-12-19
2023-12-22,Anyone But You,2023,https://boxd.it/5n6k0f,3,,Was not expecting the level of slapstick comedy that this movie contains. I’ve never heard such a collective gasp from an audience as I did when they first hook up.,,2023-12-21
2023-12-23,Aquaman and the Lost Kingdom,2023,https://boxd.it/5nifgV,2.5,,"It’s difficult to remain invested in this movie when it’s ultimately inconsequential to any overarching narrative. The legacy of the DCEU will be one of mediocrity in my opinion, and this film doesn’t do much to subvert that idea. With a boring plot and goofy villain motivations, this movie feels extremely derivative of both Black Panther and the first Aquaman film. There is a glimmer of a decent film to be found, especially through the fraternal dynamic of Arthur and Orm. However, it was clear to me that I would have preferred a spinoff movie centered entirely around the Brine King.",,2023-12-22
2023-12-24,American Fiction,2023,https://boxd.it/5nYhap,4,,"I love how the trailer for this movie adds to the meta-commentary generated by the film. Despite what I believed going in, the author-in-disguise narrative is ultimately a B-plot that serves to highlight the struggles of a broken and dysfunctional family.",,2023-12-23
2023-12-30,Wonka,2023,https://boxd.it/5rgnTj,3,,It was fine. I was much more interested in the decision to include a shadowy cabal of clergymen that chant in perfect unison and safeguard the criminal ledger of a chocolate mafia. The songs were formulaic both in their overall structure and their rhythm as far as musicals go.,,2023-12-29
2023-12-31,The Boys in the Boat,2023,https://boxd.it/5rTidF,4,,"As an oarsman, I’m incredibly biased. This film captures the essence of rowing while still remaining accessible to general audiences. There is nothing innovative in this as it relates to underdog sports films; however, the historical circumstances surrounding Washington’s victory are compelling and deserve to be promoted through this film, similar to any Jesse Owens movie. 

It’s amazing how much has remained the same when it comes to the sport of rowing. Sure, the technology and physique has vastly improved over time, but the conditioning and camaraderie have stood still. I heavily related to many aspects of the Junior Varsity crew, even down to character personalities. Rowing is genuinely one of the most beautiful sports, and I hope we see an increase in rowing crew films.",,2023-12-30
2024-01-02,The Iron Claw,2023,https://boxd.it/5sXx2T,4.5,,"At its core, the Von Erich family curse is ultimately a portent of the toxicity of hypermasculinity. This film excels at demonstrating that the sins of the father can have fatal consequences under a patriarchal system. Despite recurring tragedy, the shining highlight is the relationship the Von Erich brothers have with each other, but even that bond is slowly corrupted. I really hope Zac Efron is at least nominated for Best Actor, as he delivers a performance that is both torn with inner turmoil and sells the immense pressure on him to succeed.",,2024-01-01
2024-01-09,Origin,2023,https://boxd.it/5xM7ZN,4.5,,"AMC Screen Unseen. Evocative score and imagery that connects the subjugation of multiple groups of people under a well-defined and powerful thesis. The family scenes provide the connective tissue for the film which disinterested me at first, but helped drive home its summative message. The more I learn and grow as a person, the less understanding I become of people that are willing to discriminate based on differences, perceived or otherwise.",,2024-01-08
2024-01-10,Ferrari,2023,https://boxd.it/5ymxyP,4,,"Enzo Ferrari to his drivers: “You either kill yourself or get killed, whatcha gonna do?”

Other than a handful of awkward edits and weird audio mixing, this film manages to balance the thrill of racing with the tension of an illicit love affair.",,2024-01-09
2024-01-12,Mean Girls,2024,https://boxd.it/5zeuED,4,,"Overall, the original is better in my opinion. This is worth watching, however, as the songs are extremely catchy and a lot of plot points flow better. The portrait-mode social media bits were obnoxious as hell though.",,2024-01-11
2024-01-13,The Book of Clarence,2023,https://boxd.it/5zMVBJ,3,,"The Book of Clarence is a mostly enjoyable reimagining of biblical legend. Unfortunately, this film often lacks a sense of both urgency and direction, and I’m left unsure of what its main takeaway is meant to be. I’m really glad to see RJ Cyler back on the big screen (even if he didn’t have much to work with).",,2024-01-12
2024-01-14,The Beekeeper,2024,https://boxd.it/5AnPCP,3.5,,I lost my shit when it said “The Beekeeper will return in Winnie the Pooh: Blood and Honey 2.”,,2024-01-13
2024-01-17,Morbius,2022,https://boxd.it/5CfGDB,3,Yes,I can’t wait for Madame Web to make one webillion dollars at the box office next month.,,2024-01-16
2024-01-20,Cube,1997,https://boxd.it/5DCHox,4,,9 + 10 = 21,,2024-01-19
2024-01-23,All of Us Strangers,2023,https://boxd.it/5FdY0b,3.5,,"I couldn’t quite resonate with this on an emotional level, and there is a lack of material consequences that didn't leave me fully content. On the other hand, I still found the exploration of Adam’s tangled knot of emotions worthwhile. In a weird sense, knowing that all of us strangers are cradling such an immensely dense and unique persona is comforting to me.",,2024-01-22
2024-01-24,I.S.S.,2023,https://boxd.it/5FH2bP,3.5,,"At its core, I.S.S. is a retelling of Shakespeare’s Romeo and Juliet set in space. It is a film that was produced in 2024, yet feels like it was written forty years ago. In this essay, I will—",,2024-01-23
2024-01-28,The Zone of Interest,2023,https://boxd.it/5HyKMb,5,,This is the most abhorrently repulsive film I’ve seen to date and I’ve seen a movie where the main character has all of their skin torturously removed.,,2024-01-27
2024-02-02,Argylle,2024,https://boxd.it/5K2Mk7,3,,Forever burdened with the knowledge of who the REAL Agent Argylle is.,,2024-02-01
2024-02-06,Shiri,1999,https://boxd.it/5M0iiJ,3,,"So basically, this film is the Wario version of Joint Security Area.",,2024-02-05
2024-02-08,Blazing Saddles,1974,https://boxd.it/5MONRZ,3,,"This is one of those classics I just never got around to watching, but given that today is the fiftieth anniversary of its release I had to give it a shot.",,2024-02-07
2024-02-10,The Lego Movie,2014,https://boxd.it/5NDkPn,5,Yes,"I’m a few days off, but this film is now ten years old and it still slaps so hard. Bioncle Movie when??",,2024-02-09
2024-02-13,The Interview,2014,https://boxd.it/5P5Dz9,4,Yes,The geopolitical drama caused by this film was absolutely unreal.,,2024-02-12
2024-02-16,Madame Web,2024,https://boxd.it/5QkvVP,2.5,,"Technically and creatively bankrupt. The first five minutes are laughably bad, complete with dialogue desync, editing misfires, and awkward CGI. As the film settles into its groove, it isn’t nearly as transgressively incompetent. However, the writing remains awful the entire film, most notably for the epilogue. All that being said, I can’t rate this any lower because I didn’t have the worst time watching it. People saying this is the worst superhero movie clearly don’t remember Fant4stic or Suicide Squad.",,2024-02-15
2024-02-17,Joint Security Area,2000,https://boxd.it/5QLZZh,5,Yes,This is what cinema was made for.,,2024-02-16
2024-02-22,X-Men: Days of Future Past,2014,https://boxd.it/5TgpP1,5,Yes,"Praying we get an X-Men movie that cooks this hard in the MCU. A stacked cast, generational crossover, and Sentinels: what can get better than this?",,2024-02-21
2024-02-24,Perfect Days,2023,https://boxd.it/5U27uP,5,,"One of the most beautifully human films I’ve seen to date. This is also the most literal slice-of-life narrative I’ve seen in any medium. By establishing such a meticulous routine, any slight deviation is instantly caught. There is so little dialogue for the majority of the runtime, yet there is so much that is said regardless. This film reminds me that there’s so much beauty the world has to offer, especially in its most banal of moments.",,2024-02-23
2024-02-25,Starship Troopers,1997,https://boxd.it/5UbXfP,4,,For Malevelon Creek 🫡,,2024-02-24
2024-02-26,Demon Slayer: Kimetsu no Yaiba -To the Hashira Training-,2024,https://boxd.it/5UPlZP,4,,"Starting to get tired of this episode compilation format, but at least this special is more theatrical and blended together more nicely than the one from last year. Regardless, I’m so excited for what is coming next; Spring 2024 can’t come soon enough.",,2024-02-25
2024-02-26,Dune: Part Two,2024,https://boxd.it/5V8uYT,5,,"This film definitively proves that Dune is the great theatrical epic of our generation. The scope of the narrative and sharp visuals of Arrakis are not too different than the first part, yet the convergence of multiple plot lines and bloodlines into Paul Muad’Dib makes this unforgettable. The world building is unmatched from most other franchises I’ve seen, and I was completely entranced for the entire near three hour runtime. 

Furthermore, the escalation of a land dispute into a galactic holy war throughout this film genuinely inspires me to read the source material to find out what happens next. I don’t know exactly where the end of this film lines up with the events of the novels, whether it is paired with the ending of a book or if it is simply the middle chapter, but I sincerely hope there are more movies to be made (especially with Villeneuve at the helm).",,2024-02-25
2024-02-27,Tenet,2020,https://boxd.it/5VxY2F,5,Yes,"Don’t try to understand it. Feel it.

Saw this in IMAX tonight for the first time since 2020 and, despite having watched this at least ten times, I had a goofy smile on my face the entire movie. This movie is just the coolest.",,2024-02-26
2024-02-28,Kung Fu Panda,2008,https://boxd.it/5W0lut,5,Yes,Tai Lung is low key one of the greatest villains in cinema for real.,,2024-02-27
2024-03-08,Kung Fu Panda 4,2024,https://boxd.it/601egR,3.5,,"Thematically less potent than the other films in this franchise, but also some of the most fun to be had from an adventure romp. The risks taken in stylistic choices were greatly appreciated, and as expected this is by far the cleanest animation in the series. The original Kung Fu Panda has always been a childhood favorite, and I’m glad to be able to see more of Po in my adult years.",,2024-03-07
2024-03-15,Love Lies Bleeding,2024,https://boxd.it/63mitJ,3,,"Strong first act in terms of both style and substance, with a premise that leaves you wanting more. Unfortunately, the answers that are revealed are very underwhelming, and the ending feels lazily wrapped together. There is also body horror in more ways than I was expecting—I never understood roid rage until this movie.",,2024-03-14
2024-03-20,Welcome to Dongmakgol,2005,https://boxd.it/65QxcV,5,,"Captain Smith is the realest homie there is; the American soldier caricatures are so camp. This film is more of an acquired taste than JSA, but it’s also the cinematic equivalent of <a href=""https://www.magnumphotos.com/wp-content/uploads/2017/10/cortex/par37859.jpg"" rel=""nofollow"">this image</a>.

Edit: Just realized the score was so banging because the composer is Joe Hisaishi. Godsend.",,2024-03-19
2024-03-31,Superhero Movie,2008,https://boxd.it/6axJ7v,5,Yes,Forever praying we get a sequel to this spoofing on modern superhero movies.,,2024-03-30
2024-03-31,Immaculate,2024,https://boxd.it/6aTCQd,3,,"The jumpscares were weak as hell. There was a great concept here that was marred by a lackluster execution. I simply felt that there were much more interesting questions lying beneath the film’s surface that could have been addressed throughout. Irrespective of my expectations, the horror elements of the film were paint-by-numbers; there wasn’t anything in this film that hasn’t been done before.",,2024-03-30
2024-04-03,Late Night with the Devil,2023,https://boxd.it/6csImH,3,,"Wanted to love it, but I just didn’t feel it was as transgressive enough as I was expecting based on the positive buzz. This film doesn’t capture anything that hasn’t been done before, nor does it maintain its tension throughout the runtime. On the other hand, the overall atmosphere is immersive and David Dastmalchian is great as the lead. 

The use of AI is a concerning precedent considering how easily someone could have replaced it, but it’s not egregious to the point it ruins the film. Also, as a petty critique, Carmichael Haig annoyed the fuck out of me.",,2024-04-02
2024-04-04,Godzilla × Kong: The New Empire,2024,https://boxd.it/6cINQ5,3,,"Disappointing. The antagonist is unknown until the last twenty minutes, and the two titular characters don’t even meet until the last fifteen minutes or so. While I can appreciate the Kong scenes and lore, there isn’t enough here to make a complete entertainment package. 

At this point, the Monsterverse needs to make a pivot back to solo movies for a while or soft reboot entirely, because this franchise is getting more and more stale with each entry. Either way, I would support having Trapper as the lead moving forward, simply because I love Dan Stevens.",,2024-04-03
2024-04-05,Captain America: The Winter Soldier,2014,https://boxd.it/6dg4JB,4.5,Yes,"This movie turns ten today so I had to give it a watch, and it’s made me realize just how many bangers that were cooking in 2014. The elevator fight scene is still peak MCU action.",,2024-04-04
2024-04-06,Planet of the Apes,1968,https://boxd.it/6dDogl,4.5,Yes,"I just want it to be documented somewhere beforehand that I wholeheartedly believe this new movie (Kingdom of the Planet of the Apes) will end, either as the final shot or a post-credit tease, with a spaceship crash landing back on Earth. The next film will simply be titled Planet of the Apes, but this time will have the mythos and lore of the modern franchise as connective tissue. This upcoming film will be the first entry of a new trilogy. I love this franchise so much and I really hope this happens.",,2024-04-05
2024-04-07,Monkey Man,2024,https://boxd.it/6eiP2d,4.5,,"Outstanding directorial debut from Dev Patel. There is such an emotional and thematic depth from this film. Dev Patel unsurprisingly shines as the lead, but the film’s antagonists are what set this film apart from its contemporary action films. The corrupt chief of police is common enough in these types of stories, however his backing by the region’s religious leader and messianic figure really struck me. In the best way possible, it reminded me of Darth Vader and the Emperor. This development adds so much to the spiritual entanglement that is central to the film.",,2024-04-06
2024-04-09,The Ministry of Ungentlemanly Warfare,2024,https://boxd.it/6f4Wit,4,,"AMC Screen Unseen. Stretches the definition of “Based on a true story” but entertaining nonetheless. This film has an overall great cast, but Alan Ritchson and Babs Olusanmokun are the standouts for me. The only noticeable downsides to this film are some awkward editing choices and spurts of cringy dialogue. I love the build up to the central mission and the side quest nature of it.",,2024-04-08
2024-04-09,Civil War,2024,https://boxd.it/6f8h2n,4,,"As a history enthusiast, this film captivated me. As a film enthusiast, I have mixed opinions. On one hand, the stills are hauntingly beautiful and the imagined future of America is all too real. On the other, the flow of events feel somewhat forced and the agency of the characters are consequently diminished. The apolitical nature of this film struck me in a good way, because it means this film is able to transcend current events to focus on the effect such a war would have on both civilians and combatants.",,2024-04-08
2024-04-14,Take Care of My Cat,2001,https://boxd.it/6gVFNT,4.5,,"I have been trying to watch this movie for well over a year. I found it last year through a couple of “Top 50” or “Top 100” lists when I was doing my Korean cinema binge, but the sheer inaccessibility of the title made me more determined to watch it as you will soon find out. For months it was completely unavailable on any streaming service, so I figured I would try to pirate it or rip it online. To my surprise I couldn’t find it anywhere, nor could I find anyone else that seemed remotely interested in trying to access it. 

By the time I went to visit Korea, I still couldn’t watch it, but I found solace when I learned it was readily available on Korean Netflix. After a couple days of non-stop activity, I took a lazy morning to rest up. I boot up Netflix, only to find that there were no English subtitles. After some more attempts to find it when I returned home, I eventually stopped trying.

A couple of months ago, when looking for another title, I noticed this film was suddenly available on a streaming service called Hoopla for libraries. At first I thought there was no big deal, since I have an active library membership. However, it turns out that my library is not in the network that has access to Hoopla. No worries, I’ll just get a membership to an in-network library. I go to a library a town or so over and try to sign up only to be told I can’t because I am not a resident of that town. I go to my library to see how I can gain access only to be told that it won’t be possible since we pay for access to a similar app called Kanopy. It should be noted that I would gladly pay for access if I could, but there is literally no way to sign up for Hoopla without some form of an in-network library membership. In essence, I can’t pay to watch this film, I can’t sign up for a different library because I don’t live there, and I can’t get access through my library because we have access to a competitor’s application.

There was one last glimmer of hope that I found before I would give up for good. Clifton is a town that’s about thirty minutes away on a good day. In what I assume is a policy implemented during Covid to get more people using the library, they allow you to sign up for a free trial to Hoopla without any membership or verification. Thinking I had outsmarted the system, I was disappointed to find that it was able to verify whether or not I was actually in Clifton and prevented me from signing up, even when I manipulated the website’s metadata. A couple days ago, I made the trek to this Clifton library, connected to the WiFi, and went to make an account. I nervously went through the signup process, knowing that the result would make or break my ability to watch this film. A wave of relief washed over me when I was faced with a successful account creation screen. At long last, my odyssey was completed.

After all this yapping, how was the actual film? 

The study of Take Care of My Cat is that of a friend group in decay. This film revolves around a group of five young women that were close in high school but now are starting their adult lives and consequently drifting apart. We are not shown any of the past or moments where these friends are truly carefree and frictionless. Rather, this film is a collection of minor schisms that form within their friend group.

Admittedly, this film is more bleak than I was anticipating. For some reason I imagined this film as capturing one last hurrah of friends before they start their careers and therefore have less free time to spend time together. This is not to say that I did not enjoy the end result. Coincidentally, I’m at the point of my life where I am most able to relate to this film. I’ve just finished school and started my adult life, which will become the norm for the next couple of decades. I may not be experiencing the same malaise that is depicted in this film, but there are certainly some moods and actions that which I can wholeheartedly relate. 

As an aside, I also want to highlight the use of technology within the film. For being released in 2001, it feels like one of the first films that has captured the increasingly digital generation and how young people interact with their phones. Text message conversations are overlaid the physical environment inhabited by their author, a technique which is the modern day standard for any teen, young adult, and coming-of-age story.

Overall, this film perfects the slice-of-life narrative and at times makes you feel like you are the sixth member of the friend group. I wish it was more easily accessible, so that more people can experience this film for themselves.",,2024-04-12
2024-04-17,Hundreds of Beavers,2022,https://boxd.it/6i50oH,5,,🦫🦫🦫🦫🦫/5. Masterclass in visual storytelling. Great animal costume design. Great love story. Great third act. I hope this ushers in a renaissance of physical comedy.,,2024-04-16
2024-04-23,Challengers,2024,https://boxd.it/6kzhFN,5,,"Absolute pure electricity. Extremely tight screenplay carried by its heart-pounding accompanying score and the oozing chemistry of the three leads. Culminates in what literally might be one of the most thrilling final scenes I’ve ever seen on screen, with a callback to an earlier scene caused my jaw to drop. Above all, I can’t get over the fact this was written by the same guy that made the fucking <a href=""https://youtu.be/R_FQU4KzN7A"" rel=""nofollow"">Potion Seller</a> video.",,2024-04-22
2024-04-24,My Hero Academia: Two Heroes,2018,https://boxd.it/6kWsrN,4,Yes,You Say Run has got to be one of the most hype OSTs in existence.,,2024-04-23
2024-04-27,Boy Kills World,2023,https://boxd.it/6lX3p9,3,,"Great action direction, with even better costume design. However, the worldbuilding is so bad it actively ruins the film.",,2024-04-26
2024-05-03,The Fall Guy,2024,https://boxd.it/6oA59D,3.5,,"The driving forces of the narrative are weak sauce, which is disappointing considering how much I loved Leitch’s last film. The action set pieces are unique even for being somewhat constrained by realism and the final scene goes insane.",,2024-05-02
2024-05-04,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/6p1Dg3,3.5,Yes,"Happy 25th Anniversary not just to this film but to the Prequel Era. While this movie is high key boring, the Boonta Eve Podrace and Duel of the Fates will forever be iconic. Most impressively, this film is retroactively made better by the Clone Wars show in my opinion; the death of Qui-Gon Jinn is one of the most tragic events to happen in the overarching narrative of the saga. I’m glad I got to see this in theaters for the first time.",,2024-05-03
2024-05-08,Veronica Mars,2014,https://boxd.it/6qSNS7,4,Yes,The original series is one of the greatest pieces of television ever made.,,2024-05-07
2024-05-09,Kingdom of the Planet of the Apes,2024,https://boxd.it/6rhi7z,3,,"This hurts because I was so excited for this movie. Having watched and rewatched the entire franchise leading up to this, Kingdom had so much potential riding on it—especially with the post-Caesar time skip. In my opinion, there is a fundamental disconnect between pre-established themes and the direction chosen by this film. There are definitely great ideas developed by this film, but unfortunately they are too fragmented and ultimately overshadowed by ideas with which I disagree. The humans should have been in a true dark age, and schisms between apes as their societies flourish should have been the main focus. It’s possible I’ll eat these words and come around on this entry as the franchise grows, but for now I am left disappointed.

As an aside, I really admired how Proximus and his crew felt like dark foils of Caesar and his inner circle.",,2024-05-08
2024-05-10,Interstellar,2014,https://boxd.it/6rGK8l,5,Yes,"It turns out that in space, “they” can hear you <i>love</i>.",,2024-05-10
2024-05-17,IF,2024,https://boxd.it/6ujaa7,2.5,,"Couldn’t stop thinking about how much better this movie would be if <a href=""https://x.com/jbromovies/status/1788432726900744462?s=46&t=nTYipDo02fzCX8c7Fflf4Q"" rel=""nofollow"">Koba was in it</a>.",,2024-05-16
2024-05-20,Evil Does Not Exist,2023,https://boxd.it/6vyFK5,5,,"This is a film that is very soft spoken yet conveys its themes with a gravitas that hardly compares to other films. As we follow the slice of life of the odd job handyman Takumi, there is a lingering sense of disquiet within both within the village and the narrative. As the opportunistic vultures of capitalism progressively sink their claws into the landscape, they find that nature has a way of retaliating. I especially love the open-ended nature of the ending as it represents at least three different interpretations that all significantly contribute to each of the themes woven throughout this film.",,2024-05-19
2024-05-20,I Saw the TV Glow,2024,https://boxd.it/6vzg4b,3,,"I understand what this film was trying to say both as a commentary of media consumption and as a metaphor for queer identity. It’s possible I missed some of the subtext, but in my opinion this film didn’t fulfill either aspect to its maximum potential. This film succeeded in maintaining its dour atmosphere, however the dialogue felt especially stiff at times.",,2024-05-19
2024-05-25,Furiosa: A Mad Max Saga,2024,https://boxd.it/6xxMIL,5,,"It’s been almost a decade since Fury Road and this film has been in the works for just as long. As time passed, I became increasingly doubtful that this story was worth telling. Furiosa takes its foot off the gas pedal in comparison to Fury Road, but what this film loses in pure adrenaline it more than makes up for in character. It’s equally as satisfying to witness Furiosa grow to become the Imperator as it is seeing the intertribal conflict unfold across the wasteland. Similarly, Dementus introduces a unique fold to both Furiosa’s characterization and the world at large—I really enjoyed the dynamic between Dementus and Immortan Joe. The synergy this film has with Fury Road is unreal, and I’d love a supercut of both films. Where Fury Road was a religious experience, this film is undoubtedly a sermon of righteous fury.",,2024-05-24
2024-05-26,Watching the Detectives,2007,https://boxd.it/6y0aAR,4.5,,How have I never heard of this?,,2024-05-25
2024-05-30,"MoviePass, MovieCrash",2024,https://boxd.it/6zMkTz,4,,"It’s hard to overestimate the influence MoviePass had on the moviegoing experience in its heyday. I worked at an AMC in high school during its peak around 2017-2018 and also witnessed its downfall. Every other shift there would be a guest whose MoviePass wasn’t working, people strewn throughout the lobby unsuccessfully attempting to get through to their customer service over the phone. But I was also there when the management of AMC gathered us to unveil their new A-List subscription for the first time. While everyone knew MoviePass’s subscription model was unsustainable, it innovated the moviegoing experience as it currently stands where every distributor has their own subscription service.

Much of the content of this film I got to hear firsthand last year when I met Stacy Spikes at his book signing. This documentary is informative of the overall journey of MoviePass as it shines a light on the executives that brought it down from the inside. Regardless, I can’t help but be nostalgic for the MoviePass era—it felt like the last time people were truly excited to go to the movies.",,2024-05-29
2024-05-31,In a Violent Nature,2024,https://boxd.it/6AawmZ,3.5,,"The conceit of the film is so great that it outshines many of its flaws (and they are plentiful). The kills are the real package of this film and I could see Johnny becoming a cult horror icon. Unfortunately, points have to be deducted for unironically pulling <a href=""https://youtu.be/uAmsyNvBBFI?si=aOgPcTBf4kVjLLj4"">one of these</a>.",,2024-05-30
2024-06-04,Young Woman and the Sea,2024,https://boxd.it/6BTMWD,4,,"Went in expecting a generic biopic and I got one. However, this film is so transparent in its messaging that there is effectively no fat in the narrative; each story beat flows into the next almost seamlessly. Daisy Ridley, you will always be famous.",,2024-06-03
2024-06-11,Star Wars: The Last Jedi,2017,https://boxd.it/6EBmT5,5,Yes,"This is the best Star Wars movie, and I’m tired of pretending that it’s not. 

One of the biggest hot takes I have is when I tell people this is my favorite Star Wars film. The strongest aspect of The Last Jedi is its ability to take risks and commit to ideas that are unconventional in comparison to the rest of the mythos. Rey lacking a connection to an established bloodline; Luke cutting himself off from the Force; Kylo Ren betraying Snoke to become the new Supreme Leader. These are just few points of contention among fans I’ve seen discussed in the years since this film released. Even if you disagree with these narrative threads, it is undeniable that there is a concerted effort to launch Star Wars in a bold new direction. Had the final entry of the trilogy followed through on the foundation set by this film, and not balked by unraveling many of its decisions, The Last Jedi would be hailed as a visionary first step to modernize a franchise that insists on getting high on the drug of nostalgia.

I have a lot more to say about this film, but I’ll save those thoughts for future rewatches.",,2024-06-09
2024-06-11,The Watchers,2024,https://boxd.it/6EGSNN,3.5,,Funniest tragic backstory scene of all time.,,2024-06-10
2024-06-14,Inside Out 2,2024,https://boxd.it/6FJBXL,4,,Need a Lance Slashblade movie ASAP.,,2024-06-13
2024-06-18,Robot Dreams,2023,https://boxd.it/6HoLDd,4.5,,"Creativity overload. Need me at least ten more movies with this art style. The soundtrack is absolute vibes, but the main song makes the movie. The love and care for New York City breathes extra life into the already vibrant world that it’s set in.",,2024-06-17
2024-06-19,Tuesday,2023,https://boxd.it/6HI0BJ,3,,"Saw this on a Tuesday. First personification of death to hit a vape? I was enjoying the first half of this as a more intimate family drama. Somewhere along the way it dropped the ball, and I didn’t really care for what was happening. The tonal shifts didn’t really bother me as much as the inconsistency of the character arcs.",,2024-06-18
2024-06-22,X-Men,2000,https://boxd.it/6IS4sl,4,Yes,"We’re about a month out until the third Deadpool movie. A while ago I committed to rewatching all of the X-Men films—not because it’s necessary, but because this franchise is truly special to me and it’s been a long time since I’ve seen some of these. A lot of people look towards Spider-Man for defining the modern superhero theatrical experience, but in my eyes this was the first film that set the golden standard for the genre. 

The legacy of this franchise is nothing if not flawed, destined to die through its pitiful last breath that was The New Mutants (until reacquired by Disney). The quality of each film is inconsistent with people at the helm that didn't fully understand these characters. However, for each dud there was a true diamond in the rough, and the overall cast of both generations is near perfection. I want to highlight this movie for giving us Hugh Jackman. He was almost certainly destined for greatness—especially in the realm of theater—but if you look at his filmography, X-Men was his first big break.

There are a dozen films left to watch in this series, meaning I have to watch one every two or three days. I’m looking forward to see how these compare to each other given the length of time I’ve gone without seeing some of them. All I can say for certain is that Days of Future Past is my favorite (and it’s not even close).",,2024-06-21
2024-06-23,The Bikeriders,2023,https://boxd.it/6JcERr,4,,"At first I wasn’t super invested, but I grew to love the anecdotal nature of this film. The loose chain of events lends itself to better representing the thematic core of this film—that being the rise and decay of an American empire. Not imperial in the literal sense, but more so documenting the attitudes and ambiance of the era, similar to the cowboys of old and many other groups throughout history. On top of that, I thoroughly enjoyed Tom Hardy’s performance in this film.",,2024-06-22
2024-06-28,X-Men Origins: Wolverine,2009,https://boxd.it/6LgNjf,3,Yes,The opening montage of Logan and Victor fighting in every major war is undeniably one of the hardest scenes in cinematic history.,,2024-06-27
2024-07-01,A Quiet Place: Day One,2024,https://boxd.it/6Mc9Sb,3.5,,"Contains great action set pieces, even if they are slightly undercut by their formulaic nature. Every ten minutes or so our protagonists clumsily knock over something at a critical moment in order for the movie to happen. I haven’t seen the other two films, so I can’t speak to if this is an issue that lies solely within this film. I also thought the recurring vaudeville routines were a little goofy, although I understand their necessity.",,2024-06-30
2024-07-02,Fly Me to the Moon,2024,https://boxd.it/6MSZQ1,4.5,,"We need more rom-coms that double as period pieces. One of the most endearing films of the year. On top of that, the star power of the two leads is out of this world. This gets extra points in my book for shouting out Georgia Tech.",,2024-07-01
2024-07-04,Kinds of Kindness,2024,https://boxd.it/6NIqaD,4,,Yorgos’s weirdest and freakiest films I’ve seen of his thus far. None of the episodes felt complete but they sure as hell kept me locked in. Greatest use of a Dio track in a film by far.,,2024-07-03
2024-07-10,MaXXXine,2024,https://boxd.it/6QoSKV,4,,"The ending was a bit of a dud, and I felt that Maxine lacked the necessary agency to really sell the narrative. On the other hand, the supporting cast is so stacked and entertaining to more than make up for any shortcomings.",,2024-07-09
2024-07-12,Escape,2024,https://boxd.it/6Rk2oz,3.5,,I enjoyed the cat-and-mouse chase—the shorter runtime of the film lends itself to not overstaying its welcome. I wish there was more of a build up and resolution to the nomad subplot.,,2024-07-11
2024-07-13,Touch,2024,https://boxd.it/6RwJor,3.5,,"The romance itself was fine, and there are some genuinely beautiful shots. My biggest issue with this film is that Kristofer’s characterization is mildly insufferable. It also didn’t help that he never had a strong reaction to anything that happened in this movie.",,2024-07-12
2024-07-13,Chungking Express,1994,https://boxd.it/6Rxow7,4.5,,"My first Wong Kar-wai film, a director whose filmography I’ve been meaning to dive into for a while. This film perfects the listlessness of love and the enchantment of random connections. The color palette of this film exudes the personality warmth of late nights. I had some problems with the second half of this film, but I’m ready to jump into more of Wong Kar-wai’s films.",,2024-07-12
2024-07-13,Seven Samurai,1954,https://boxd.it/6RHRqH,5,,"I’ve been trying to watch this for over a year now, but kept putting it off due to the time commitment required. Luckily this year is this film’s seventieth anniversary, and a shiny 4K remaster is playing in theaters to celebrate. The framing and cinematography is the real winner here. Having never seen this before, I was struck by how much care was put into each shot and frame. The accompanying score is also a stand out for me. 

The greatest feat of this film is demonstrating the weight of each decision. Meticulous surveying and planning leads to each bandit being accounted for on screen. Ironically, my only gripe with this film is that there wasn’t any sound effects for the sword hits, causing the action to feel less weighty. I would also be remiss not to highlight the vibrant cast of characters. Every addition to the village is felt… as is each loss. I’m really glad I finally got around to seeing this.",,2024-07-12
